index,name,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
162,Vir./Ostreococcus/1-102 lucimarinus virus OlV4/G9E596_9PHYC/243-344,G9E596_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

163,Vir./Ostreococcus/1-110 mediterraneus virus 1/A0A0P0C0T1_9PHYC/230-339,A0A0P0C0T1_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

164,Vir./Ostreococcus/1-109 tauri virus RT-2011/H8ZJ69_9PHYC/231-339,H8ZJ69_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

165,Vir./Ostreococcus/1-148 tauri virus 2/E4WLT8_9PHYC/192-339,E4WLT8_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

166,Vir./Ostreococcus/1-182 mediterraneus virus 1/A0A0P0CQK5_9PHYC/191-372,A0A0P0CQK5_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus mediterraneus virus 1,,,,,,,,,,,,,,,

167,Vir./Ostreococcus/1-108 lucimarinus virus OlV4/G9E5J7_9PHYC/7-114,G9E5J7_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

168,Vir./Ostreococcus/1-182 tauri virus RT-2011/H8ZJ64_9PHYC/191-372,H8ZJ64_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus RT-2011,,,,,,,,,,,,,,,

169,Vir./Ostreococcus/1-108 tauri virus 2/E4WLU2_9PHYC/237-344,E4WLU2_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

170,Vir./Ostreococcus/1-183 lucimarinus virus OlV4/G9E4X9_9PHYC/191-373,G9E4X9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus lucimarinus virus OlV4,,,,,,,,,,,,,,,

171,Vir./Ostreococcus/1-183 tauri virus 2/E4WLT3_9PHYC/191-373,E4WLT3_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Ostreococcus tauri virus 2,,,,,,,,,,,,,,,

172,Vir./Pacmanvirus/1-227 A23/A0A1X6WF55_9VIRU/402-628,A0A1X6WF55_9VIRU,Viruses,unclassified viruses,Pacmanvirus A23,,,,,,,,,,,,,,,,,,,,,,

173,Vir./Paramecium/1-168 bursaria Chlorella virus AR158 PBCV-AR158/A7RBS3_PBCVA/313-480,A7RBS3_PBCVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Paramecium bursaria Chlorella virus AR158 (PBCV-AR158),,,,,,,,,,,,,,,

174,Vir./Paramecium/1-169 bursaria Chlorella virus MT325 PBCV-MT325/A7IUB1_PBCVM/299-467,A7IUB1_PBCVM,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus MT325 (PBCV-MT325),,,,,,,,,,,,,,,

175,Vir./Paramecium/1-218 bursaria Chlorella virus AR158 PBCV-AR158/A7RBY5_PBCVA/215-432,A7RBY5_PBCVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Paramecium bursaria Chlorella virus AR158 (PBCV-AR158),,,,,,,,,,,,,,,

176,Vir./Paramecium/1-169 bursaria Chlorella virus FR483 PBCV-FR483/A7J799_PBCVF/299-467,A7J799_PBCVF,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus FR483 (PBCV-FR483),,,,,,,,,,,,,,,

177,Vir./Paramecium/1-168 bursaria Chlorella virus NY2A PBCV-NY2A/A7IX54_PBCVN/313-480,A7IX54_PBCVN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A),,,,,,,,,,,,,,,,

178,Vir./Paramecium/1-216 bursaria Chlorella virus FR483 PBCV-FR483/A7J7H4_PBCVF/212-427,A7J7H4_PBCVF,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus FR483 (PBCV-FR483),,,,,,,,,,,,,,,

179,Vir./Paramecium/1-183 bursaria Chlorella virus FR483 PBCV-FR483/A7J891_PBCVF/334-516,A7J891_PBCVF,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus FR483 (PBCV-FR483),,,,,,,,,,,,,,,

180,Vir./Paramecium/1-218 bursaria Chlorella virus NY2A PBCV-NY2A/A7IXE2_PBCVN/215-432,A7IXE2_PBCVN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A),,,,,,,,,,,,,,,,

181,Vir./Paramecium/1-190 bursaria Chlorella virus 1 PBCV-1/Q89346_PBCV1/209-398,Q89346_PBCV1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus 1 (PBCV-1),,,,,,,,,,,,,,,,

182,Vir./Paramecium/1-190 bursaria Chlorella virus NY2A PBCV-NY2A/A7IXS3_PBCVN/206-395,A7IXS3_PBCVN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A),,,,,,,,,,,,,,,,

183,Vir./Paramecium/1-218 bursaria Chlorella virus NY2A PBCV-NY2A/A7IXB0_PBCVN/215-432,A7IXB0_PBCVN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A),,,,,,,,,,,,,,,,

184,Vir./Paramecium/1-218 bursaria Chlorella virus AR158 PBCV-AR158/A7RC11_PBCVA/215-432,A7RC11_PBCVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Paramecium bursaria Chlorella virus AR158 (PBCV-AR158),,,,,,,,,,,,,,,

185,Vir./Paramecium/1-190 bursaria Chlorella virus AR158 PBCV-AR158/A7RCC8_PBCVA/206-395,A7RCC8_PBCVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Paramecium bursaria Chlorella virus AR158 (PBCV-AR158),,,,,,,,,,,,,,,

186,Vir./Paramecium/1-190 bursaria Chlorella virus 1 PBCV-1/O41040_PBCV1/206-395,O41040_PBCV1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus 1 (PBCV-1),,,,,,,,,,,,,,,,

187,Vir./Paramecium/1-190 bursaria Chlorella virus AR158 PBCV-AR158/A7RCJ4_PBCVA/326-515,A7RCJ4_PBCVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Paramecium bursaria Chlorella virus AR158 (PBCV-AR158),,,,,,,,,,,,,,,

188,Vir./Paramecium/1-190 bursaria Chlorella virus FR483 PBCV-FR483/A7J6X8_PBCVF/241-430,A7J6X8_PBCVF,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus FR483 (PBCV-FR483),,,,,,,,,,,,,,,

189,Vir./Paramecium/1-190 bursaria Chlorella virus 1 PBCV-1/O41104_PBCV1/326-515,O41104_PBCV1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus 1 (PBCV-1),,,,,,,,,,,,,,,,

190,Vir./Paramecium/1-183 bursaria Chlorella virus MT325 PBCV-MT325/A7IVC8_PBCVM/334-516,A7IVC8_PBCVM,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus MT325 (PBCV-MT325),,,,,,,,,,,,,,,

191,Vir./Paramecium/1-192 bursaria Chlorella virus FR483 PBCV-FR483/A7J6C8_PBCVF/214-405,A7J6C8_PBCVF,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus FR483 (PBCV-FR483),,,,,,,,,,,,,,,

192,Vir./Paramecium/1-190 bursaria Chlorella virus 1 PBCV-1/Q89345_PBCV1/207-396,Q89345_PBCV1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus 1 (PBCV-1),,,,,,,,,,,,,,,,

193,Vir./Paramecium/1-192 bursaria Chlorella virus NY2A PBCV-NY2A/A7IVT4_PBCVN/215-406,A7IVT4_PBCVN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A),,,,,,,,,,,,,,,,

194,Vir./Paramecium/1-190 bursaria Chlorella virus MT325 PBCV-MT325/A7ITZ9_PBCVM/206-395,A7ITZ9_PBCVM,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus MT325 (PBCV-MT325),,,,,,,,,,,,,,,

195,Vir./Paramecium/1-218 bursaria Chlorella virus 1 PBCV-1/MCP_PBCV1/215-432,MCP_PBCV1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus 1 (PBCV-1),,,,,,,,,,,,,,,,

196,Vir./Paramecium/1-217 bursaria Chlorella virus MT325 PBCV-MT325/A7IUJ3_PBCVM/212-428,A7IUJ3_PBCVM,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus MT325 (PBCV-MT325),,,,,,,,,,,,,,,

197,Vir./Paramecium/1-190 bursaria Chlorella virus NY2A PBCV-NY2A/A7IY00_PBCVN/326-515,A7IY00_PBCVN,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus NY2A (PBCV-NY2A),,,,,,,,,,,,,,,,

198,Vir./Paramecium/1-192 bursaria Chlorella virus MT325 PBCV-MT325/A7ITF8_PBCVM/214-405,A7ITF8_PBCVM,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus MT325 (PBCV-MT325),,,,,,,,,,,,,,,

199,Vir./Paramecium/1-192 bursaria Chlorella virus AR158 PBCV-AR158/A7RAK2_PBCVA/215-406,A7RAK2_PBCVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,unclassified Chlorovirus,Paramecium bursaria Chlorella virus AR158 (PBCV-AR158),,,,,,,,,,,,,,,

200,Vir./Paramecium/1-193 bursaria Chlorella virus FR483 PBCV-FR483/A7J6V8_PBCVF/205-397,A7J6V8_PBCVF,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,Paramecium bursaria Chlorella virus FR483 (PBCV-FR483),,,,,,,,,,,,,,,

201,Vir./Phaeocystis/1-257 globosa virus/R4THT4_9PHYC/258-514,R4THT4_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prymnesiovirus,unclassified Prymnesiovirus,Phaeocystis globosa virus,,,,,,,,,,,,,,,

202,Vir./Phaeocystis/1-253 globosa virus/R4TF54_9PHYC/309-561,R4TF54_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prymnesiovirus,unclassified Prymnesiovirus,Phaeocystis globosa virus,,,,,,,,,,,,,,,

203,Vir./Pike/1-200 perch iridovirus/A0A1B2ITQ5_FRG3V/260-459,A0A1B2ITQ5_FRG3V,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Frog virus 3 (FV-3),Pike perch iridovirus,,,,,,,,,,,,,,

204,Vir./Pleurochrysis/1-81 sp. endemic virus 1b/A0A2I6J2R5_9VIRU/445-525,A0A2I6J2R5_9VIRU,Viruses,unclassified viruses,Pleurochrysis sp. endemic virus 1b,,,,,,,,,,,,,,,,,,,,,,

205,Vir./Pleurochrysis/1-81 sp. endemic virus 1a/A0A2H4YB59_9VIRU/445-525,A0A2H4YB59_9VIRU,Viruses,unclassified viruses,Pleurochrysis sp. endemic virus 1a,,,,,,,,,,,,,,,,,,,,,,

206,Vir./Rana/1-200 tigrina ranavirus/Q77HF2_RTRV/260-459,Q77HF2_RTRV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Frog virus 3 (FV-3),Rana tigrina ranavirus,,,,,,,,,,,,,,

207,Vir./Rock/1-199 bream iridovirus/G3CLF3_ISKNV/251-449,G3CLF3_ISKNV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Megalocytivirus,Infectious spleen and kidney necrosis virus (ISKNV),Rock bream iridovirus,,,,,,,,,,,,,,

208,Vir./Saudi/1-178 moumouvirus/A0A1S5V0T6_MIMIV/327-504,A0A1S5V0T6_MIMIV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Saudi moumouvirus,,,,,,,,,,,,,,,

209,Vir./Saudi/1-185 moumouvirus/A0A1S5V1K3_MIMIV/410-594,A0A1S5V1K3_MIMIV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Saudi moumouvirus,,,,,,,,,,,,,,,

210,Vir./Saudi/1-343 moumouvirus/A0A1S5V0V8_MIMIV/100-442,A0A1S5V0V8_MIMIV,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,unclassified Mimiviridae,Moumouvirus,Saudi moumouvirus,,,,,,,,,,,,,,,

211,Vir./Scale/1-200 drop disease virus/A0A0K1L763_9VIRU/250-449,A0A0K1L763_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Megalocytivirus,Scale drop disease virus,,,,,,,,,,,,,,,

212,Vir./Singapore/1-200 grouper iridovirus/Q5YFJ3_9VIRU/260-459,Q5YFJ3_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Singapore grouper iridovirus,,,,,,,,,,,,,,,

213,Vir./Spodoptera/1-193 frugiperda ascovirus 1a SfAV-1a/CAPSD_SFAVA/260-452,CAPSD_SFAVA,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Ascoviridae,Ascovirus,Spodoptera frugiperda ascovirus 1a (SfAV-1a),,,,,,,,,,,,,,,,

214,Vir./Testudo/1-200 hermanni ranavirus/A0A0D3R2R9_9VIRU/260-459,A0A0D3R2R9_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Ranavirus,Common midwife toad virus,Testudo hermanni ranavirus,,,,,,,,,,,,,,

215,Vir./Tetraselmis/1-226 virus 1/A0A2P0VMH4_9VIRU/230-455,A0A2P0VMH4_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,unclassified Phycodnaviridae,Tetraselmis virus 1,,,,,,,,,,,,,,,,

216,Vir./Tokyovirus/1-198 A1/A0A146JIZ9_9VIRU/273-470,A0A146JIZ9_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus,unclassified Marseillevirus,Tokyovirus A1,,,,,,,,,,,,,,,

217,Vir./Trichoplusia/1-235 ni ascovirus 2c TnAV-2c/CAPSD_TNAVC/231-465,CAPSD_TNAVC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Ascoviridae,Ascovirus,unclassified Ascovirus,Trichoplusia ni ascovirus 2c (TnAV-2c),,,,,,,,,,,,,,,

218,Vir./Turbot/1-199 reddish body iridovirus/Q6PNE1_9VIRU/251-449,Q6PNE1_9VIRU,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Alphairidovirinae,Megalocytivirus,Infectious spleen and kidney necrosis virus (ISKNV),Turbot reddish body iridovirus,,,,,,,,,,,,,,

219,Vir./Wiseana/1-198 iridescent virus WIV Insect iridescent virus type 9/G0T536_IRV9/259-456,G0T536_IRV9,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Betairidovirinae,Chloriridovirus,Invertebrate iridescent virus 9,Wiseana iridescent virus (WIV) (Insect iridescent virus type 9),,,,,,,,,,,,,,

220,Vir./Yellowstone/1-170 lake phycodnavirus 2/A0A0P0YMV2_9PHYC/203-372,A0A0P0YMV2_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 2,,,,,,,,,,,,,,,

221,Vir./Yellowstone/1-95 lake phycodnavirus 3/A0A0P0YNV3_9PHYC/1-95,A0A0P0YNV3_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 3,,,,,,,,,,,,,,,

222,Vir./Yellowstone/1-260 lake phycodnavirus 3/A0A0P0YNA3_9PHYC/216-475,A0A0P0YNA3_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 3,,,,,,,,,,,,,,,

223,Vir./Yellowstone/1-175 lake phycodnavirus 3/A0A0P0YNH8_9PHYC/211-385,A0A0P0YNH8_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 3,,,,,,,,,,,,,,,

224,Vir./Yellowstone/1-170 lake phycodnavirus 3/A0A0P0YNI5_9PHYC/211-380,A0A0P0YNI5_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 3,,,,,,,,,,,,,,,

225,Vir./Yellowstone/1-153 lake phycodnavirus 1/A0A0P0YMI9_9PHYC/208-360,A0A0P0YMI9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 1,,,,,,,,,,,,,,,

226,Vir./Yellowstone/1-176 lake phycodnavirus 3/A0A0P0YNE8_9PHYC/211-386,A0A0P0YNE8_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 3,,,,,,,,,,,,,,,

227,Vir./Yellowstone/1-171 lake phycodnavirus 1/A0A0P0YMB3_9PHYC/216-386,A0A0P0YMB3_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 1,,,,,,,,,,,,,,,

228,Vir./Yellowstone/1-205 lake phycodnavirus 2/A0A0P0YNU1_9PHYC/558-762,A0A0P0YNU1_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 2,,,,,,,,,,,,,,,

229,Vir./Yellowstone/1-198 lake phycodnavirus 1/A0A0P0YMU6_9PHYC/542-739,A0A0P0YMU6_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 1,,,,,,,,,,,,,,,

230,Vir./Yellowstone/1-96 lake phycodnavirus 2/A0A0P0YN67_9PHYC/476-571,A0A0P0YN67_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 2,,,,,,,,,,,,,,,

231,Vir./Yellowstone/1-162 lake phycodnavirus 1/A0A0P0YMN7_9PHYC/799-960,A0A0P0YMN7_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 1,,,,,,,,,,,,,,,

232,Vir./Yellowstone/1-197 lake phycodnavirus 2/A0A0P0YN54_9PHYC/577-773,A0A0P0YN54_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 2,,,,,,,,,,,,,,,

233,Vir./Yellowstone/1-163 lake phycodnavirus 2/A0A0N7KVU5_9PHYC/1050-1212,A0A0N7KVU5_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 2,,,,,,,,,,,,,,,

234,Vir./Yellowstone/1-228 lake phycodnavirus 2/A0A0P0YMR9_9PHYC/235-462,A0A0P0YMR9_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 2,,,,,,,,,,,,,,,

235,Vir./Yellowstone/1-232 lake phycodnavirus 3/A0A0P0YN87_9PHYC/216-447,A0A0P0YN87_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 3,,,,,,,,,,,,,,,

236,Vir./Yellowstone/1-234 lake phycodnavirus 1/A0A0P0YML1_9PHYC/213-446,A0A0P0YML1_9PHYC,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,Yellowstone lake phycodnavirus 1,,,,,,,,,,,,,,,

237,Bac./GAX83312.1/1-671 hypothetical protein CEUSTIGMA_g10738.t1 [Chlamydomonas eustigma],GAX83312.1,Eukaryota,Viridiplantae,Chlorophyta,core chlorophytes,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas eustigma,,,,,,,,,,,,,,,,

238,Bac./MAI17470.1/1-530 hypothetical protein [Marinovum sp.],MAI17470.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,unclassified Marinovum,Marinovum sp.,,,,,,,,,,,,,,,,,

239,Bac./MAT10002.1/1-407 hypothetical protein [Rhodopirellula sp.],MAT10002.1,Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,unclassified Rhodopirellula,Rhodopirellula sp.,,,,,,,,,,,,,,,,

240,Bac./MAU36508.1/1-534 hypothetical protein [Flavobacteriales bacterium],MAU36508.1,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified Flavobacteriales,Flavobacteriales bacterium,,,,,,,,,,,,,,,,,

